plant_species,plant_accepted_name,plant_family
Hylocereus undatus,Hylocereus undatus (Haw.) Britton & Rose,Cactaceae
Mammillaria pectinifera,Mammillaria pectinifera F.A.C.Weber,Cactaceae
Erica cylindrica,Erica cylindrica Thunb.,Ericaceae
Commelina diffusa,Commelina diffusa Burm.f.,Commelinaceae
Dictyospermum montanum,Dictyospermum montanum Wight,Commelinaceae
Rhopalephora scaberrima,Rhopalephora scaberrima (Blume) Faden,Commelinaceae
Euphorbia tithymaloides,Euphorbia tithymaloides L.,Euphorbiaceae
Puya ctenorhyncha,Puya ctenorhyncha L.B.Sm.,Bromeliaceae
Lobelia laxiflora,Lobelia laxiflora Kunth,Campanulaceae
Petunia axillaris axillaris,Petunia axillaris subsp. axillaris ,Solanaceae
Ocimum basillicum,Ocimum basilicum L.,Lamiaceae
Nepeta cataria,Nepeta cataria L.,Lamiaceae
Coreopsis tinctoria,Coreopsis tinctoria Nutt.,Asteraceae
Coreopsis lanceolata,Coreopsis lanceolata L.,Asteraceae
Solidago spp.,Solidago L.,Asteraceae
Rubus spp.,Rubus L.,Rosaceae
Oenothera acaulis,Oenothera acaulis Cav.,Onagraceae
Moronobea coccinea,Moronobea coccinea Aubl.,Clusiaceae
Calibrachoa elegans,Calibrachoa elegans (Miers) Stehmann & J.Semir,Solanaceae
Campanula raineri,Campanula rainerii Perp.,Campanulaceae
Rhynchospora alba,Rhynchospora alba (L.) Vahl,Cyperaceae
Haplopappus platylepis,Haplopappus platylepis Phil.,Asteraceae
Carpobrotus chilensis,Carpobrotus chilensis (Molina) N.E.Br.,Aizoaceae
Carpobrotus hybrid,Carpobrotus abbreviatus (Haw.) Schwantes,Aizoaceae
Beyeria cockertonii,Beyeria cockertonii Halford & R.J.F.Hend.,Euphorbiaceae
Beyeria villosa,Beyeria villosa Halford & R.J.F.Hend.,Euphorbiaceae
Aspidistra xuansonensis var. xuansonensis,Aspidistra xuansonensis var. violiflora Vislobokov,NA
Aspidistra phanluongii,Aspidistra phanluongii Vislobokov,Asparagaceae
Burmannia disticha,Burmannia disticha L.,Burmanniaceae
Orchidantha virosa,Orchidantha virosa Škorničk. & Q.B.Nguyen,Lowiaceae
Ononis masquillierii,Ononis masquillierii Bertol.,Fabaceae
Clusia blattophila,Clusia blattophila M.H.G.Gust. & Vlasáková,Clusiaceae
Clusia aff. sellowiana,Clusia Plum. ex L.,Clusiaceae
Impatiens burtonii,Impatiens burtonii Hook.f.,Balsaminaceae
Multiple Arisaema species,Multidentia Gilli,Rubiaceae
Arisaema amurense,Arisaema amurense Maxim.,Araceae
Arisaema consanguineum,Arisaema consanguineum Schott,Araceae
Mimosa lewisii,Mimosa lewisii Barneby,Fabaceae
Melianthus minor,Melianthus minor L.,Francoaceae
Erythrina sp.,Erythrina L.,Fabaceae
Tecomaria capensis,Tecomaria capensis (Thunb.) Spach,Bignoniaceae
Spathodea campanulata,Spathodea campanulata P.Beauv.,Bignoniaceae
Strelitzia reginae,Strelitzia reginae Banks,Strelitziaceae
Orthostemon sellowianus,Orthostemon sellowianus O.Berg,Myrtaceae
Kniphofia uvaria,Kniphofia uvaria (L.) Oken,Asphodelaceae
Ruellia eurycodon,Ruellia eurycodon Lindau,Acanthaceae
Markea neurantha,Markea neurantha Hemsl.,Solanaceae
Commiphora harveyi,Commiphora harveyi (Engl.) Engl.,Burseraceae
Oenothera cespitosa ssp. marginata,Oenothera cespitosa subsp. marginata (Nutt. ex Hook. & Arn.) Munz,NA
Leonotis leonurus,Leonotis leonurus (L.) R.Br.,Lamiaceae
Leonotis intermedia,Leonotis intermedia Lindl.,Lamiaceae
Nothoscordum bonariense,Nothoscordum bonariense (Pers.) Beauverd,Amaryllidaceae
Nothoscordum montevidense,Nothoscordum montevidense Beauverd,Amaryllidaceae
Zephyranthes bifida,Zephyranthes bifida (Herb.) Nic.García & Meerow,NA
Zephyranthes gracilifolia,Zephyranthes gracilifolia G.Nicholson,Amaryllidaceae
Zephyranthes jamesonii,Zephyranthes jamesonii (Baker) Nic.García & S.C.Arroyo,NA
Zephyranthes tubispatha,Zephyranthes tubispatha (L'Hér.) Herb.,Amaryllidaceae
Zephyranthes sp.,Zephyranthes Herb.,Amaryllidaceae
Carduus crispus,Carduus crispus Gouan,NA
Cirsium palustre,Cirsium palustre Scop.,Asteraceae
Acacia constricta,Acacia constricta A.Gray,NA
Cerastium uniflorum,Cerastium uniflorum Thom. ex Rchb.,Caryophyllaceae
Ranunculus glacialis,Ranunculus glacialis L.,Ranunculaceae
Saxifraga bryoides,Saxifraga bryoides L.,Saxifragaceae
Clematis socialis,Clematis socialis Kral,Ranunculaceae
Epidendrum calanthum,Epidendrum calanthum Rchb.f. & Warsz.,Orchidaceae
Epidendrum cochlidium,Epidendrum cochlidium Lindl.,Orchidaceae
Epidendrum schistochilum,Epidendrum schistochilum Schltr.,Orchidaceae
Azadirachta indica,Azadirachta indica A.Juss.,Meliaceae
Aspidistra formosa,Aspidistra foliosa Tillich,Asparagaceae
Aspidistra marasmioides,Aspidistra marasmioides Tillich,Asparagaceae
Aspidistra multiflora,Aspidistra multiflora Aver. & Tillich,Asparagaceae
Aspidistra oviflora,Aspidistra oviflora Aver. & Tillich,Asparagaceae
Aspidistra subrotata,Aspidistra subrotata Y.Wan & C.C.Huang,Asparagaceae
Diascia longicornis,Diascia longicornis (Thunb.) Druce,Scrophulariaceae
Echinodorus grandiflorus,Echinodorus grandiflorus (Cham. & Schltdl.) Micheli,Alismataceae
Byrsonima pachyphylla,Byrsonima pachyphylla A.Juss.,Malpighiaceae
Cochliasanthus caracalla,Cochliasanthus caracalla (L.) Trew,Fabaceae
Passiflora loefgrenii,Passiflora loefgrenii Vitta,Passifloraceae
Jankaea heldreichii,Jankaea heldreichii Boiss.,NA
Arnebia guttata,Arnebia guttata Bunge,Boraginaceae
Arnebia szechenyi,Arnebia szechenyi Kanitz,Boraginaceae
Lychnis cognata,Lychnis cognata Maxim.,Caryophyllaceae
Phanera yunnanensis,Phanera yunnanensis (Franch.) Wunderlin,Fabaceae
Magnolia sprengeri,Magnolia sprengeri Pamp.,Magnoliaceae
Swertia bimaculata,Swertia bimaculata (Siebold & Zucc.) Hook.f. & Thomson ex C.B.Clarke,Gentianaceae
Swertia kouitchensis,Swertia kouitchensis Franch.,Gentianaceae
Cordia subcordata,Cordia subcordata Lam.,Boraginaceae
Luculia pinceana,Luculia pinceana Hook.,Rubiaceae
Tirpitzia sinensis,Tirpitzia sinensis (Hemsl.) Hallier f.,Linaceae
Opisthopappus longilobus,Opisthopappus longilobus C.Shih,Asteraceae
Opisthopappus taihangensis,Opisthopappus taihangensis (Ling) C.Shih,Asteraceae
Glochidion sphaerogynum,Glochidion sphaerogynum (Müll.Arg.) Kurz,Phyllanthaceae
Angraecum sesquipedale,Angraecum sesquipedale Thouars,Orchidaceae
Angraecum sororium,Angraecum sororium Schltr.,Orchidaceae
Angraecum compactum,Angraecum compactum Schltr.,Orchidaceae
Psychotria manillensis,Psychotria manillensis Bartl. ex DC.,Rubiaceae
Banksia catoglypta,Banksia catoglypta (A.S.George) A.R.Mast & K.R.Thiele,Proteaceae
Banksia sessilis var. flabellifolia,Banksia sessilis var. flabellifolia (A.S.George) A.R.Mast & K.R.Thiele,Proteaceae
Banksia splendida subsp. macrocarpa,Banksia splendida subsp. macrocarpa (A.S.George) A.R.Mast & K.R.Thiele,Proteaceae
Banksia shuttleworthiana,Banksia shuttleworthiana (Meisn.) A.R.Mast & K.R.Thiele,Proteaceae
Banksia subulata,Banksia subulata (C.A.Gardner) A.R.Mast & K.R.Thiele,Proteaceae
Bombacopsis quinata,Bombacopsis quinata (Jacq.) Dugand,Malvaceae
Vismia baccifera,Vismia baccifera (L.) Triana & Planch.,Hypericaceae
Pseudobombax septenatum,Pseudobombax septenatum (Jacq.) Dugand,Malvaceae
Chamaecytisus palmensis,Chamaecytisus palmensis (H.Christ) Hutch.,Fabaceae
Leptosiphon jepsonii,Leptosiphon jepsonii (Schemske & Goodw.) J.M.Porter & L.A.Johnson,Polemoniaceae
Polygala lewtonii,Polygala lewtonii Small,Polygalaceae
Hesperis matronalis,Hesperis matronalis L.,Brassicaceae
Viola yedoensis,Viola yedoensis Makino,Violaceae
Leonurus japonica,Leonurus japonicus Miq.,Lamiaceae
Ajuga spp.,Ajuga L.,Lamiaceae
Tellima grandiflora,Tellima grandiflora (Pursh) Douglas ex Lindl.,Saxifragaceae
Tolmeia menziesii,Tolmachevia Á.Löve & D.Löve,Crassulaceae
Ficus trachypison,Ficus trachypison K.Schum.,Moraceae
Balbisia peduncularis,Balbisia peduncularis (Lindl.) D.Don,Francoaceae
Nasa carunculata,Nasa carunculata (Urb. & Gilg) Weigend,Loasaceae
Veratrum virginicum,Veratrum virginicum (L.) W.T.Aiton,Melanthiaceae
Ameroglossum pernambucense,"Ameroglossum pernambucense Eb.Fisch., S.Vogel & A.V.Lopes",Scrophulariaceae
Manglietia ventii,Manglietia ventii N.V.Tiep,Magnoliaceae
Brighamia insignis,Brighamia insignis A.Gray,Campanulaceae
Anisodus luridus,Anisodus luridus Link & Otto,Solanaceae
Geranium refractum,Geranium refractum Edgew. & Hook.f.,Geraniaceae
Impatiens oxyanthera,Impatiens oxyanthera Hook.f.,Balsaminaceae
Brunsvigia radulosa,Brunsvigia radulosa Herb.,Amaryllidaceae
Ficus racemosa,Ficus racemosa L.,Moraceae
Duranta mandonii,Duranta mandonii Moldenke,Verbenaceae
Rhodomyrtus tomentosa,Rhodomyrtus tomentosa (Aiton) Hassk.,Myrtaceae
Psychotria homalosperma,Psychotria homalosperma A.Gray,Rubiaceae
Psychotria rubra,Psychotria rubra (Willd. ex Schult.) Müll.Arg.,Rubiaceae
Ficus burtt-davyi,Ficus burtt-davyi Hutch.,Moraceae
Ficus thonningii,Ficus thonningii Blume,Moraceae
Caulokaempferia coenobialis,Caulokaempferia coenobialis (Hance) K.Larsen,Zingiberaceae
Cynomorium songaricum,Cynomorium songaricum Rupr.,Cynomoriaceae
Persoonia virgata,Persoonia virgata R.Br.,Proteaceae
Palicourea lineata,Palicourea lineata Benth.,Rubiaceae
Stromanthe stromanthoides,Stromanthe stromanthoides (J.F.Macbr.) L.Andersson,Marantaceae
Besleria solanoides,Besleria solanoides Kunth,Gesneriaceae
Cereus peruvianus,Cereus peruvianus (L.) Mill.,Cactaceae
Wahlenbergia krebsii,Wahlenbergia krebsii Cham.,Campanulaceae
Leucadendron rubrum,Leucadendron rubrum Burm.f.,Proteaceae
Leucadendron dubium,Leucadendron dubium H.Buek ex Meisn.,Proteaceae
Leucadendron teretifolium,Leucadendron teretifolium (Andrews) I.Williams,Proteaceae
Leucadendron salicifolium,Leucadendron salicifolium (Salisb.) I.Williams,Proteaceae
Leucadendron platyspermum,Leucadendron platyspermum R.Br.,Proteaceae
Leucadendron spissifolium ssp. spissifolium,Leucadendron spissifolium subsp. spissifolium ,Proteaceae
Leucadendron uliginosum ssp. uliginosum,Leucadendron uliginosum subsp. uliginosum ,Proteaceae
Leucadendron linifolium,Leucadendron linifolium R.Br.,Proteaceae
Leucadendron pubescens,Leucadendron pubescens R.Br.,Proteaceae
Ratibida pinnata,Ratibida pinnata Barnhart,Asteraceae
Echinacea purpurea,Echinacea purpurea (L.) Moench,Asteraceae
Heliopsis helianthoides,Heliopsis helianthoides Sweet,Asteraceae
Parnassia wightiana,Parnassia wightiana Wall. ex Wight & Arn.,Celastraceae
Pitcairnia flammea,Pitcairnia flammea Lindl.,Bromeliaceae
Pitcairnia corcovadensis,Pitcairnia corcovadensis Wawra,Bromeliaceae
Pitcairnia albiflos,Pitcairnia albiflos Herb.,Bromeliaceae
Sorbus torminalis,Sorbus torminalis Garsault,NA
Palicourea brenesii,Palicourea brenesii Standl.,Rubiaceae
Leandra subseriata,Leandra subseriata (Naudin) Cogn.,Melastomataceae
Deppea grandiflora,Deppea grandiflora Schltdl.,Rubiaceae
Styrax argenteus,Styrax argenteus C.Presl,Styracaceae
Ardisia glanduloso-marginata,Ardisia glandulosomarginata Oerst.,Primulaceae
Symplocos sp.,Symplocos Jacq.,Symplocaceae
Whiteheadia bifolia,Whiteheadia bifolia (Jacq.) Baker,Asparagaceae
Salvia lanceolata,Salvia lanceolata Larrañaga,Lamiaceae
Salvia africana-caerulea,Salvia africana-caerulea L.,Lamiaceae
Salvia africana-lutea × S. lanceolata,Salvia africana-lutea L.,Lamiaceae
Lycium afrum,Lycium afrum L.,Solanaceae
Massonia grandiflora,Massonia grandiflora Lindl.,Asparagaceae
Eucomis regia,Eucomis regia (L.) L'Hér.,Asparagaceae
Salvia fulgens,Salvia fulgens Cav.,Lamiaceae
Salvia cacaliifolia,Salvia cacaliifolia Benth.,Lamiaceae
Salvia elegans,Salvia elegans Vahl,Lamiaceae
Salvia spathacea,Salvia spathacea Greene,Lamiaceae
Salvia exserta,Salvia exserta Griseb.,Lamiaceae
Salvia guaranitica,Salvia guaranitica A.St.-Hil. ex Benth.,Lamiaceae
Salvia splendens,Salvia splendens Sellow ex Schult.,NA
Blakea gregii,Blakea gregii Almeda,Melastomataceae
Agelanthus brunneus,Agelanthus brunneus Tiegh.,Loranthaceae
Agelanthus djurensis,Agelanthus djurensis (Engl.) Polhill & Wiens,Loranthaceae
Grevillea macleayana,Grevillea macleayana (McGill.) Olde & Marriott,Proteaceae
Spiraea tomentosa,Spiraea tomentosa L.,Rosaceae
Morrenia odorata,Morrenia odorata Hort. ex Kunze,NA
Morrenia brachystephana,Morrenia brachystephana Griseb.,Apocynaceae
Tamarix ramosissima,Tamarix ramosissima Ledeb.,Tamaricaceae
Chamaesyce albomarginata,Chamaesyce albomarginata (Torr. & A.Gray) Small,Euphorbiaceae
Prunus fasciculata,Prunus fasciculata (Torr.) A.Gray,Rosaceae
Phoradendron californicum,Phoradendron californicum Nutt.,Santalaceae
Phoradendron coryae,Phoradendron coryae Trel.,Santalaceae
Phoradendron juniperinum,Phoradendron juniperinum Engelm. ex A.Gray,Santalaceae
Nolina microcarpa,Nolina microcarpa S.Watson,Asparagaceae
Scutellaria mexicana,Scutellaria mexicana (Torr.) A.J.Paton,Lamiaceae
Lycium cooperi,Lycium cooperi A.Gray,Solanaceae
Sesuvium verrucosum,Sesuvium verrucosum Raf.,Aizoaceae
Wilkiea huegeliana,Wilkiea huegeliana (Tul.) A.DC.,Monimiaceae
Rapanea howittiana,Rapanea howittiana F.Muell. ex Mez,Primulaceae
Rapanea variabilis,Rapanea variabilis (R.Br.) Mez,Primulaceae
Merremia palmeri,Merremia palmeri Hallier f.,Convolvulaceae
Lysichiton americanum,Lysichiton americanus Hultén & H.St.John,Araceae
Vernonia diffusa,Vernonia diffusa Decne.,Asteraceae
Bowenia serrulata,Bowenia serrulata (W.Bull) Chamb.,Zamiaceae
Bowenia spectabilis,Bowenia spectabilis Hook.,Zamiaceae
Penstemon spectabilis,Penstemon spectabilis Thurb. ex A.Gray,Plantaginaceae
Prostanthera lasianthos,Prostanthera lasianthos Labill.,Lamiaceae
Prostanthera monticola,Prostanthera monticola B.J.Conn,Lamiaceae
Pitcairnia staminea,Pitcairnia staminea G.Lodd.,Bromeliaceae
Pitcairnia albiflos x staminea,Pitcairnia albiflos Herb.,Bromeliaceae
Euterpe espiritosantensis,Euterpe espiritosantensis H.Q.B.Fern.,Arecaceae
Hyobanche atropurpurea,Hyobanche atropurpurea Bolus,Orobanchaceae
Salvia thermarum,Salvia thermarum van Jaarsv.,Lamiaceae
Desmodium setigerum,Desmodium setigerum (E.Mey.) Benth. ex Harv.,Fabaceae
Gentiana saponaria,Gentiana saponaria L.,Gentianaceae
Cucurbita foetidissima,Cucurbita foetidissima Kunth,Cucurbitaceae
Calystegia collina,Calystegia collina (Greene) Brummitt,Convolvulaceae
Ipomopsis aggregata subsp. formosissima,Ipomopsis aggregata subsp. formosissima (Greene) Wherry,Polemoniaceae
Ipomopsis arizonica,Ipomopsis arizonica (Greene) Wherry,Polemoniaceae
Ipomoea trichocarpa,Ipomoea trichocarpa Elliott,Convolvulaceae
Ipomoea quamoclit,Ipomoea quamoclit L.,Convolvulaceae
Arcytophyllum capitatum,Arcytophyllum capitatum (Benth.) K.Schum.,Rubiaceae
Arcytophyllum ciliolatum,Arcytophyllum ciliolatum Standl.,Rubiaceae
Arcytophyllum thymifolium,Arcytophyllum thymifolium (Ruiz & Pav.) Standl.,Rubiaceae
Arcytophyllum vernicosum,Arcytophyllum vernicosum Standl.,Rubiaceae
Isertia laevis,Isertia laevis (Triana) B.M.Boom,Rubiaceae
Lespedeza cuneata,Lespedeza cuneata (Dum.Cours.) G.Don,Fabaceae
Lespedeza capitata,Lespedeza capitata Michx.,Fabaceae
Lespedeza violacea,Lespedeza violacea (L.) Pers.,Fabaceae
Lespedeza virginica,Lespedeza virginica (L.) Britton,Fabaceae
Banksia attenuata,Banksia attenuata R.Br.,Proteaceae
Banksia media,Banksia media R.Br.,Proteaceae
Idiospermum australiense,Idiospermum australiense (Diels) S.T.Blake,Calycanthaceae
Cyperus obtusiflorus,Cyperus obtusiflorus Vahl,Cyperaceae
Cyperus sphaerocephalus,Cyperus sphaerocephalus Vahl,Cyperaceae
Pycreus oakfortensis,Pycreus oakfortensis (Boeckeler ex C.B.Clarke) C.B.Clarke,Cyperaceae
Cyperus tenax,Cyperus tenax Boeckeler,Cyperaceae
Dactylorhiza incarnata var. incarnata,Dactylorhiza incarnata subsp. incarnata ,Orchidaceae
Dactylorhiza fuchsii,Dactylorhiza fuchsii (Druce) Soó,Orchidaceae
Dactylorhiza majalis,Dactylorhiza majalis (Rchb.) P.F.Hunt & Summerh.,Orchidaceae
Calendula officinalis,Calendula officinalis L.,Asteraceae
Centaurea macrocephala,Centaurea macrocephala Muss.Puschk. ex Willd.,Asteraceae
Dahlia pinnata,Dahlia pinnata Cav.,Asteraceae
Tithonia rotundifolia,Tithonia rotundifolia S.F.Blake,Asteraceae
Zinnia elegans,Zinnia elegans L.,Asteraceae
Thunia alba,Thunia alba (Lindl.) Rchb.f.,Orchidaceae
Helwingia japonica,Helwingia japonica (Thunb.) F.Dietr.,Helwingiaceae
Euonymus americanus,Euonymus americanus L.,Celastraceae
Multiple Asteraceae species,Multidentia Gilli,Rubiaceae
Ottelia acuminata,Ottelia acuminata (Gagnep.) Dandy,Hydrocharitaceae
Salvia umbratica,Salvia umbratica Hance,Lamiaceae
Salvia castanea,Salvia castanea Diels,Lamiaceae
Salvia liguliloba,Salvia liguliloba Y.Z.Sun,Lamiaceae
Eomecon chionantha,Eomecon chionantha Hance,Papaveraceae
Mucuna sempervirens,Mucuna sempervirens Hemsl.,Fabaceae
Guihaiothamnus acaulis,Guihaiothamnus acaulis H.S.Lo,Rubiaceae
Vincetoxicum hainanense,"Vincetoxicum hainanense (Chun & Tsiang) Meve, H.H.Kong & Liede",Apocynaceae
Podophyllum hexandrum,Podophyllum hexandrum Royle,Berberidaceae
Habenaria aitchisonii,Habenaria aitchisonii Rchb.f.,Orchidaceae
Capsella grandiflora,Capsella grandiflora Boiss.,Brassicaceae
Pavetta hongkongensis,Pavetta hongkongensis Bremek.,Rubiaceae
Alphonsea glandulosa,Alphonsea glandulosa Y.H.Tan & B.Xue,Annonaceae
Ophrys fuciflora,Ophrys fuciflora (F.W.Schmidt) Moench,Orchidaceae
Weigela coraeensis,Weigela coraeensis Thunb.,Caprifoliaceae
Salvia daiguii,Salvia daiguii Y.K.Wei & Y.B.Huang,Lamiaceae
Levisticum officinale,Levisticum officinale W.D.J.Koch,Apiaceae
Aegopodium podagraria,Aegopodium podagraria L.,Apiaceae
Aethusa cynapium,Aethusa cynapium L.,Apiaceae
Chamaegigas intrepidus,Chamaegigas intrepidus Dinter ex Heil,Linderniaceae
Calstegia collina,Calsiama Raf.,Anacardiaceae
Helianthus exilis,Helianthus exilis A.Gray,Asteraceae
Hydrophyllum appendiculatum,Hydrophyllum appendiculatum Michx.,Boraginaceae
Arcytophyllum macbridei,Arcytophyllum macbridei Standl.,Rubiaceae
Cynanchum harlingii,Cynanchum harlingii Morillo,Apocynaceae
Ditassa anderssonii,Ditassa anderssonii Morillo,Apocynaceae
Ditassa endoleuca,Ditassa endoleuca Schltr.,Apocynaceae
Jobinia chlorantha,Jobinia chlorantha Malme,Apocynaceae
Orthosia ellemannii,Orthosia ellemannii (Morillo) Liede & Meve,Apocynaceae
Oxypetalum sp.,Oxypetalum R.Br.,Apocynaceae
Scyphostelma sp. A,Scyphostelma beckii (Morillo) Liede & Meve,Apocynaceae
Scyphostelma sp. B,Scyphostelma beckii (Morillo) Liede & Meve,Apocynaceae
Scyphostelma sp. C,Scyphostelma beckii (Morillo) Liede & Meve,Apocynaceae
Saponaria officinalis,Saponaria officinalis L.,Caryophyllaceae
Oenothera speciosa,Oenothera speciosa Nutt.,Onagraceae
Solanum dulcamara,Solanum dulcamara L.,Solanaceae
Audouinia capitata,Audouinia capitata (L.) Brongn.,Bruniaceae
Witsenia maura,Witsenia maura (L.) Thunb.,Iridaceae
Halenia grandiflora,Halenia grandiflora (Hemsl.) M.Y.Chen,Gentianaceae
Bombax ceiba,Bombax ceiba L.,Malvaceae
Cucurbita pepo L. cv. Golden Apple,Cucurbita pepo L.,Cucurbitaceae
Passiflora edulis forma flavicarpa,Passiflora edulis f. flavicarpa O.Deg.,Passifloraceae
Macaranga winkleri,Macaranga winkleri Pax & K.Hoffm.,Euphorbiaceae
Macaranga sinensis,Macaranga sinensis Müll.Arg.,Euphorbiaceae
Mallotus wrayi,Mallotus wrayi King ex Hook.f.,Euphorbiaceae
Rhododendron spiciferum,Rhododendron spiciferum Franch.,Ericaceae
Rhododendron spinuliferum,Rhododendron spinuliferum Franch.,Ericaceae
Gentiana scabra,Gentiana scabra Bunge,Gentianaceae
Arrabidaea brachypoda,Arrabidaea brachypoda Bureau,Bignoniaceae
Arrabidaea samydoides,Arrabidaea samydoides (Cham.) Sandwith,Bignoniaceae
Arrabidaea triplinervia,Arrabidaea triplinervia (Mart. ex DC.) Baill.,Bignoniaceae
Jacaranda decurrens,Jacaranda decurrens Cham.,Bignoniaceae
Astragalus pastorius,Astragalus pastorius H.T.Tsai & T.T.Yu,Fabaceae
Schima superba,Schima superba Gardner & Champ.,Theaceae
Hypecoum erectum,Hypecoum erectum L.,Papaveraceae
Stemona mairei,Stemona mairei (H.Lév.) K.Krause,Stemonaceae
Leptadenia madagascariensis,Leptadenia madagascariensis Decne.,Apocynaceae
Verticordia staminosa ssp. staminosa,Verticordia staminosa subsp. staminosa ,Myrtaceae
Verticordia fimbrilepis ssp. fimbrilepis,Verticordia fimbrilepis subsp. fimbrilepis ,Myrtaceae
Sinojackia xylocarpa,Sinojackia xylocarpa Hu,Styracaceae
Sinojackia rehderiana,Sinojackia rehderiana Hu,Styracaceae
Trollius ranunculoides,Trollius ranunculoides Hemsl.,Ranunculaceae
Iris bulleyana,Iris bulleyana Dykes,Iridaceae
Salvia przewalskii var. przewalskii,Salvia przewalskii var. przewalskii ,NA
Fritillaria aurea,Fritillaria aurea Schott,Liliaceae
Fritillaria imperialis,Fritillaria imperialis L.,Liliaceae
Rubus hirsutus,Rubus hirsutus J.Presl & C.Presl,NA
Dieffenbachia longispatha,Dieffenbachia longispatha Engl. & K.Krause,Araceae
Silene alba,Silene alba (Mill.) E.H.L.Krause,Caryophyllaceae
Rhus michauxii,Rhus michauxii Sarg.,Anacardiaceae
Petasites tricholobus,Petasites tricholobus Franch.,Asteraceae
Pedicularis lachnoglossa,Pedicularis lachnoglossa Hook.f.,Orobanchaceae
Abelia × grandiflora,Abelia R.Br.,Caprifoliaceae
Schisandra henryi,Schisandra henryi C.B.Clarke,Schisandraceae
Durio grandiflorus,Durio grandiflorus (Mast.) Kosterm. & Soegeng,Malvaceae
Durio oblongus,Durio oblongus Mast.,Malvaceae
Durio kutejensis,Durio kutejensis (Hassk.) Becc.,Malvaceae
Chuquiraga avellanedae,Chuquiraga avellanedae Lorentz,Asteraceae
Prosopis juliflora,Prosopis juliflora sensu auct.,NA
Clerodendrum ugandense,Clerodendrum ugandense Prain,Lamiaceae
